pharmacy,commercial_name,formal_name,registro_sanitario,registro_sanitario_key,digemid_item,digemid_producto,digemid_distribuidor,digemid_fabricante,digemid_forma_farmaceutica,digemid_codigo_atc,digemid_grupo_atc_3,digemid_grupo_atc_4,digemid_clasificacion,digemid_composicion,component_id,ingredient,amount,unit,amount_mg,component_match_score,component_match_method,price,currency,availability,url,sku,brand,source_strategy,regulatory_status
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,20.0,mcg,0.02,100.0,exact_translated,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_2F771F3347CF,L-METIONINA,300.0,mg,300.0,90.9090909090909,fuzzy_translated,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_A8A9B1C9227C,L-CISTINA,200.0,mg,200.0,100.0,exact_es,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_641FDABDC956,BIOTINA,2.5,mg,2.5,100.0,manual_alias,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_B1D26385CE00,CLORHIDRATO DE PIRIDOXINA,2.0,mg,2.0,90.9090909090909,fuzzy_translated,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_723DBC80CC4E,QUELATO DE ZINC,20.5,mg,20.5,100.0,exact_es,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_CCEF1C481D8D,PANTOTENATO DE CALCIO,10.0,mg,10.0,100.0,exact_translated,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Aminoter Ferrum Cápsula Blanda,Aminoter Ferrum Cápsula Blanda,DE-4499,DE4499,DE4499,AMINOTER® FERRUM .,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,DROMEX SRL,CAPSULA BLANDA,A11AA01,A11,A11A,Multivitamínicos con hierro,VITAMINA D3 20.000000 MCG L-METIONINA 300.000000 mg L-CISTINA 200.000000 mg BIOTINA 2.500000 mg CLORHIDRATO DE PIRIDOXINA 2.000000 mg QUELATO DE ZINC 20.500000 mg PANTOTENATO DE CALCIO 10.000000 mg BISGLICINATO FERROSO 70.000000 mg,COMP_B6A8F8958154,BISGLICINATO FERROSO,70.0,mg,70.0,100.0,exact_es,178.5,PEN,available,https://www.mifarma.com.pe/producto/aminoter-ferrum-capsula-blanda/072790,072790,AMINOTER MAX,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_430EB7DE720D,MIOINOSITOL 1,0.0,mg,0.0,100.0,exact_es,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_D4790F9775EF,ACETATO DE VITAMINA E,66.667,mg,66.667,100.0,exact_translated,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_984D98F1A15A,L-ARGININA,30.0,mg,30.0,88.88888888888889,fuzzy_translated,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_0987F386BB65,L-CARNITINA,30.0,mg,30.0,100.0,exact_translated,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_1FEC6C32BE4B,ALFA LACTOALBUMINA,38.46,mg,38.46,100.0,exact_translated,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_A9136ADF22F7,ACIDO FOLICO,0.253,mg,0.253,100.0,manual_alias,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Miositol Men Polvo Oral,Miositol Men Polvo Oral,DE-4481,DE4481,DE4481,MIOSITOL MEN,LUKOLL S.A.C.,BIOFARMA S.R.L.,POLVO ORAL,V06DD,V06,V06D,"Aminoácidos, incl. combinaciones con polipéptidos","POR SOBRE 3.00 g - MIOINOSITOL 1,000.000000 mg N-ACETIL L-CISTEINA 600.000000 mg ACETATO DE VITAMINA E 66.667000 mg L-ARGININA 30.000000 mg L-CARNITINA 30.000000 mg ALFA LACTOALBUMINA 38.460000 mg ACIDO FOLICO 0.253000 mg SELENITO DE SODIO 0.131000 mg",COMP_781B4EA1D853,SELENITO DE SODIO,0.131,mg,0.131,100.0,manual_alias,103.88,PEN,available,https://www.mifarma.com.pe/producto/miositol-men-polvo-oral/078296,078296,MIOSITOL,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_368E80887DA0,CASEINATO DE SODIO,3.97,g,3970.0,100.0,exact_es,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_252C51860327,CLORURO DE CROMO (III),0.023,mg,0.023,100.0,manual_alias,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_781B4EA1D853,SELENATO DE SODIO,0.019,mg,0.019,100.0,manual_alias,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_6FD50D5F3096,FRUCTOOLIGOSACARIDOS,0.82,g,820.0,100.0,manual_alias,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_67B16EEFC42F,ACIDO ASCORBICO,31.18,mg,31.18,100.0,exact_es,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
Mifarma,Pack 20 Ensure Clinical Líquido Sabor Vainilla,Pack 20 Ensure Clinical Líquido Sabor Vainilla,DE-2360,DE2360,DE2360,ENSURE CLINICAL,ABBOTT LABORATORIOS S.A.,ABBOTT LABORATORIES B.V.,SUSPENSION ORAL,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,POR DOSIS 100.00 mL - CASEINATO DE SODIO 3.970000 g CLORURO DE CROMO (III) 0.023000 mg SELENATO DE SODIO 0.019000 mg FRUCTOOLIGOSACARIDOS 0.820000 g ACIDO ASCORBICO 31.180000 mg LECITINA 0.160000 g CLORHIDRATO DE PIRIDOXINA 0.420000 mg FILOQUINONA 0.015000 mg RIBOFLAVINA 0.340000 mg ACIDO FOLICO 42.430000 mg ACEITE DE CANOLA 2.830000 g CLORURO DE POTASIO 0.060000 g BIOTINA 0.007000 mg ACIDO CITRICO ANHIDRO 3.150000 mg DL-ALFA ACETATO DE TOCOFERIL 3.300000 mg BETA HIDROXI BETA METILBUTIRATO DE CALCIO 0.780000 g BETACAROTENO 1.590000 mg PALMITATO DE VITAMINA A 0.310000 mg CITRATO DE SODIO 0.150000 g VITAMINA D3 0.270000 mg NIACINAMIDA 1.610000 mg CLORHIDRATO DE TIAMINA 0.340000 mg SULFATO FERROSO 5.380000 mg ACEITE DE MAIZ 1.590000 g AISLADO DE PROTEINA DE SOJA 1.580000 g SULFATO DE MANGANESO 1.300000 mg CONCENTRADO DE PROTEINA DE SUERO DE LECHE 1.170000 g CIANOCOBALAMINA 0.000400 mg CITRATO DE POTASIO 0.600000 g FOSFATO TRICALCICO 0.140000 g CLORURO DE COLINA 0.082000 g D-PANTOTENATO DE CALCIO 1.330000 mg CARBONATO DE MAGNESIO 0.080000 g YODURO DE POTASIO 0.026000 mg SULFATO DE ZINC 3.560000 mg CONCENTRADO DE PROTEINA DE LECHE 3.950000 g SULFATO CUPRICO 0.600000 mg L-CARNITINA 19.200000 mg MOLIBDATO DE SODIO 0.028526 mg,COMP_8EC671694027,LECITINA,0.16,g,160.0,100.0,exact_es,219.3,PEN,available,https://www.mifarma.com.pe/producto/pack-ensure-clinical-liquido-sabor-vainilla-220-ml/PACKNT523,PACKNT523,ENSURE,algolia_public_search_exhaustive,digemid_match
