pharmacy,commercial_name,formal_name,registro_sanitario,registro_sanitario_key,digemid_item,digemid_producto,digemid_distribuidor,digemid_fabricante,digemid_forma_farmaceutica,digemid_codigo_atc,digemid_grupo_atc_3,digemid_grupo_atc_4,digemid_clasificacion,digemid_composicion,component_id,ingredient,amount,unit,amount_mg,component_match_score,component_match_method,price,currency,availability,url,sku,brand,source_strategy,regulatory_status
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_A9136ADF22F7,ACIDO FOLICO,400.0,mcg,0.4,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_06B36D3A8FF3,VITAMINA B12,0.72,mg,0.72,100.0,exact_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_641FDABDC956,BIOTINA,300.0,mcg,0.3,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_CCEF1C481D8D,ACIDO PANTOTENICO,125.0,mg,125.0,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_B6A8F8958154,BISGLICINATO FERROSO,4.0,mg,4.0,100.0,exact_es,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_22DA46FADFFD,YODURO DE POTASIO,150.0,mcg,0.15,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_723DBC80CC4E,SULFATO DE ZINC,15.0,mg,15.0,100.0,exact_es,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_A204C673A9A2,BITARTRATO DE COLINA,250.0,mg,250.0,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_8ACDB27F4677,ACIDO AMINOBENZOICO,35.0,mg,35.0,100.0,exact_es,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_430EB7DE720D,INOSITOL,125.0,mg,125.0,100.0,manual_alias,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Biotin 300 Complex Tableta,Sunvit Biotin 300 Complex Tableta,DE-3509,DE3509,DE3509,BIOTIN 300 COMPLEX .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A11AA03,A11,A11A,"Multivitamínicos con otros minerales, incl. combinaciones","ACETATO DE RETINOL 1,500.000000 MCG VITAMINA B2 2.176000 mg NIACINA 37.310000 mg VITAMINA B6 2.785000 mg ACIDO FOLICO 400.000000 MCG VITAMINA B12 0.720000 mg BIOTINA 300.000000 MCG ACIDO PANTOTENICO 125.000000 mg BISGLICINATO FERROSO 4.000000 mg YODURO DE POTASIO 150.000000 MCG SULFATO DE ZINC 15.000000 mg BITARTRATO DE COLINA 250.000000 mg ACIDO AMINOBENZOICO 35.000000 mg INOSITOL 125.000000 mg VITAMINA B1 3.014000 mg",COMP_06B36D3A8FF3,VITAMINA B1,3.014,mg,3.014,95.23809523809523,fuzzy_translated,52.4,PEN,available,https://inkafarma.pe/producto/sunvit-biotin-300-complex-tableta/037771,037771,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Farma D 1000UI Cápsula blanda,Farma D 1000UI Cápsula blanda,DE-1776,DE1776,DE1776,FARMA D 1000 U.I.,FARMAKONSUMA S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11CC05,A11,A11C,Colecalciferol,"VITAMINA D3 1,000.000000 UI",COMP_94DFE28A9A5C,VITAMINA D3 1,0.0,ui,,100.0,exact_translated,48.9,PEN,available,https://inkafarma.pe/producto/farma-d-1000-ui-capsula-blanda-de-gelatina/008067,008067,FARMA D,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Citrate Tableta,Sunvit Calcium Citrate Tableta,DE-2792,DE2792,DE2792,CALCIUM CITRATE .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A16,A16,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"CITRATO DE CALCIO 1,750.000000 mg VITAMINA D 400.000000 UI",COMP_275450118D60,CITRATO DE CALCIO 1,750.0,mg,750.0,100.0,exact_translated,41.9,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-citrate-tableta/037796,037796,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium Citrate Tableta,Sunvit Calcium Citrate Tableta,DE-2792,DE2792,DE2792,CALCIUM CITRATE .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A16,A16,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,"CITRATO DE CALCIO 1,750.000000 mg VITAMINA D 400.000000 UI",COMP_8C56C31FBB78,VITAMINA D,400.0,ui,,100.0,exact_translated,41.9,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-citrate-tableta/037796,037796,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium 600 Plus D Tableta,Sunvit Calcium 600 Plus D Tableta,DE-2727,DE2727,DE2727,CALCIUM 600 PLUS D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,"CALCIO 1,500.000000 mg COLECALCIFEROL 400.000000 UI",COMP_275450118D60,CALCIO 1,500.0,mg,500.0,100.0,exact_translated,27.2,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-600-plus-d-tableta/037795,037795,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Sunvit Calcium 600 Plus D Tableta,Sunvit Calcium 600 Plus D Tableta,DE-2727,DE2727,DE2727,CALCIUM 600 PLUS D .,INRETAIL PHARMA S.A.,AVANTI NUTRITIONAL LABORATORIES,TABLETA,A16AX,A16,A16A,Productos varios para el tracto alimentario y el metabolismo,"CALCIO 1,500.000000 mg COLECALCIFEROL 400.000000 UI",COMP_94DFE28A9A5C,COLECALCIFEROL,400.0,ui,,100.0,manual_alias,27.2,PEN,available,https://inkafarma.pe/producto/sunvit-calcium-600-plus-d-tableta/037795,037795,SUNVIT,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack Calcium Citrato 500mg + Vitamina B-12 1000mcg Mason Natural,Pack Calcium Citrato 500mg + Vitamina B-12 1000mcg Mason Natural,DE-0560,DE0560,DE0560,CALCIUM CITRATE WITH VITAMIN D3 .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,TABLETA,A11AA01,A11,A11A,Multivitamínicos con hierro,"CITRATO DE CALCIO 1,500.000000 mg VITAMINA D 0.005000 mg",COMP_275450118D60,CITRATO DE CALCIO 1,500.0,mg,500.0,100.0,exact_translated,179.9,PEN,available,https://inkafarma.pe/producto/pack-calcium-citrato-vitamina-b-12-mason-natural/PACKNT143,PACKNT143,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack Calcium Citrato 500mg + Vitamina B-12 1000mcg Mason Natural,Pack Calcium Citrato 500mg + Vitamina B-12 1000mcg Mason Natural,DE-0560,DE0560,DE0560,CALCIUM CITRATE WITH VITAMIN D3 .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,TABLETA,A11AA01,A11,A11A,Multivitamínicos con hierro,"CITRATO DE CALCIO 1,500.000000 mg VITAMINA D 0.005000 mg",COMP_8C56C31FBB78,VITAMINA D,0.005,mg,0.005,100.0,exact_translated,179.9,PEN,available,https://inkafarma.pe/producto/pack-calcium-citrato-vitamina-b-12-mason-natural/PACKNT143,PACKNT143,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack 02 Calcium Citrato 500mg Mason Natural,Pack 02 Calcium Citrato 500mg Mason Natural,DE-0560,DE0560,DE0560,CALCIUM CITRATE WITH VITAMIN D3 .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,TABLETA,A11AA01,A11,A11A,Multivitamínicos con hierro,"CITRATO DE CALCIO 1,500.000000 mg VITAMINA D 0.005000 mg",COMP_275450118D60,CITRATO DE CALCIO 1,500.0,mg,500.0,100.0,exact_translated,160.0,PEN,available,https://inkafarma.pe/producto/pack-02-calcium-citrato-500mg-mason-natural/PACKNT117,PACKNT117,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Pack 02 Calcium Citrato 500mg Mason Natural,Pack 02 Calcium Citrato 500mg Mason Natural,DE-0560,DE0560,DE0560,CALCIUM CITRATE WITH VITAMIN D3 .,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,MASON VITAMINS INC.,TABLETA,A11AA01,A11,A11A,Multivitamínicos con hierro,"CITRATO DE CALCIO 1,500.000000 mg VITAMINA D 0.005000 mg",COMP_8C56C31FBB78,VITAMINA D,0.005,mg,0.005,100.0,exact_translated,160.0,PEN,available,https://inkafarma.pe/producto/pack-02-calcium-citrato-500mg-mason-natural/PACKNT117,PACKNT117,MASON,algolia_public_search_exhaustive,digemid_match
Inkafarma,Vitamina E 400 UI Cápsula Blanda,Vitamina E 400 UI Cápsula Blanda,DE-0547,DE0547,DE0547,VITAMINA E 400 UI,UNIMED DEL PERU S.A.,PROCAPS S.A.,CAPSULA BLANDA,A11HA03,A11,A11H,Tocoferol (vit E),DL-ALFA ACETATO DE TOCOFERILO 400.000000 mg,COMP_D4790F9775EF,DL-ALFA ACETATO DE TOCOFERILO,400.0,mg,400.0,100.0,manual_alias,18.5,PEN,available,https://inkafarma.pe/producto/vitamina-e-400-ui-capsula-blanda/013605,013605,PROCAPS,algolia_public_search_exhaustive,digemid_match
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE-4047,DE4047,DE4047,EXELMYO .,EXELTIS PERU S.A.C.,"LABORATORIOS ENTEMA, SL",POLVO PARA SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,"POR SOBRE 4.00 g - MIOINOSITOL 3,000.000000 mg ACIDO FOLICO 500.000000 MCG IODURO DE POTASIO 0.575000 mg VITAMINA D3 20.000000 MCG SULFATO DE ZINC MONOHIDRATO 56.020000 mg",COMP_430EB7DE720D,MIOINOSITOL 3,0.0,mg,0.0,100.0,exact_es,104.6,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search_exhaustive,digemid_match
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE-4047,DE4047,DE4047,EXELMYO .,EXELTIS PERU S.A.C.,"LABORATORIOS ENTEMA, SL",POLVO PARA SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,"POR SOBRE 4.00 g - MIOINOSITOL 3,000.000000 mg ACIDO FOLICO 500.000000 MCG IODURO DE POTASIO 0.575000 mg VITAMINA D3 20.000000 MCG SULFATO DE ZINC MONOHIDRATO 56.020000 mg",COMP_A9136ADF22F7,ACIDO FOLICO,500.0,mcg,0.5,100.0,manual_alias,104.6,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search_exhaustive,digemid_match
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE-4047,DE4047,DE4047,EXELMYO .,EXELTIS PERU S.A.C.,"LABORATORIOS ENTEMA, SL",POLVO PARA SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,"POR SOBRE 4.00 g - MIOINOSITOL 3,000.000000 mg ACIDO FOLICO 500.000000 MCG IODURO DE POTASIO 0.575000 mg VITAMINA D3 20.000000 MCG SULFATO DE ZINC MONOHIDRATO 56.020000 mg",COMP_22DA46FADFFD,IODURO DE POTASIO,0.575,mg,0.575,100.0,manual_alias,104.6,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search_exhaustive,digemid_match
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE-4047,DE4047,DE4047,EXELMYO .,EXELTIS PERU S.A.C.,"LABORATORIOS ENTEMA, SL",POLVO PARA SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,"POR SOBRE 4.00 g - MIOINOSITOL 3,000.000000 mg ACIDO FOLICO 500.000000 MCG IODURO DE POTASIO 0.575000 mg VITAMINA D3 20.000000 MCG SULFATO DE ZINC MONOHIDRATO 56.020000 mg",COMP_94DFE28A9A5C,VITAMINA D3,20.0,mcg,0.02,100.0,exact_translated,104.6,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search_exhaustive,digemid_match
Inkafarma,Exelmyo Polvo para suspensión oral,Exelmyo Polvo para suspensión oral,DE-4047,DE4047,DE4047,EXELMYO .,EXELTIS PERU S.A.C.,"LABORATORIOS ENTEMA, SL",POLVO PARA SUSPENSION ORAL,A11AA01,A11,A11A,Multivitamínicos con hierro,"POR SOBRE 4.00 g - MIOINOSITOL 3,000.000000 mg ACIDO FOLICO 500.000000 MCG IODURO DE POTASIO 0.575000 mg VITAMINA D3 20.000000 MCG SULFATO DE ZINC MONOHIDRATO 56.020000 mg",COMP_723DBC80CC4E,SULFATO DE ZINC MONOHIDRATO,56.02,mg,56.02,100.0,manual_alias,104.6,PEN,available,https://inkafarma.pe/producto/exelmyo-polvo-para-suspension-oral/068295,068295,Laboratorios Entema,algolia_public_search_exhaustive,digemid_match
Inkafarma,Hidrolágeno Q10 Sobre - Caja 30 UN,Hidrolágeno Q10 Sobre - Caja 30 UN,DE-2610,DE2610,DE2610,HIDROLAGENO HQ10 .,MEGA LABS LATAM S.A.,LABORATORIOS GARDEN HOUSE FARMACEUTICA S.A.,POLVO PARA SOLUCION ORAL,V07,V07,V07,TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS,POR SOBRE 11.40 - COLAGENO HIDROLIZADO BOVINO TIPO II 10.000000 g VITAMINA C 100.000000 mg VITAMINA A 1.000000 mg VITAMINA D3 0.010000 mg VITAMINA E (TOCOFEROL) 200.000000 mg COENZIMA Q 0.015000 g BIOTINA 7.500000 mg SULFATO DE ZINC 20.000000 mg SELENITO DE SODIO 7.000000 mg,COMP_2671E7AB4CBB,POR SOBRE 11.40 - COLAGENO HIDROLIZADO BOVINO TIPO II,10.0,g,10000.0,92.10526315789474,fuzzy_translated,79.9,PEN,available,https://inkafarma.pe/producto/hidrolageno-q10-sobre/025160,025160,HIDROFUGAL,algolia_public_search_exhaustive,digemid_match
Inkafarma,Hidrolágeno Q10 Sobre - Caja 30 UN,Hidrolágeno Q10 Sobre - Caja 30 UN,DE-2610,DE2610,DE2610,HIDROLAGENO HQ10 .,MEGA LABS LATAM S.A.,LABORATORIOS GARDEN HOUSE FARMACEUTICA S.A.,POLVO PARA SOLUCION ORAL,V07,V07,V07,TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS,POR SOBRE 11.40 - COLAGENO HIDROLIZADO BOVINO TIPO II 10.000000 g VITAMINA C 100.000000 mg VITAMINA A 1.000000 mg VITAMINA D3 0.010000 mg VITAMINA E (TOCOFEROL) 200.000000 mg COENZIMA Q 0.015000 g BIOTINA 7.500000 mg SULFATO DE ZINC 20.000000 mg SELENITO DE SODIO 7.000000 mg,COMP_1BCB25859985,VITAMINA C,100.0,mg,100.0,100.0,exact_translated,79.9,PEN,available,https://inkafarma.pe/producto/hidrolageno-q10-sobre/025160,025160,HIDROFUGAL,algolia_public_search_exhaustive,digemid_match
Inkafarma,Hidrolágeno Q10 Sobre - Caja 30 UN,Hidrolágeno Q10 Sobre - Caja 30 UN,DE-2610,DE2610,DE2610,HIDROLAGENO HQ10 .,MEGA LABS LATAM S.A.,LABORATORIOS GARDEN HOUSE FARMACEUTICA S.A.,POLVO PARA SOLUCION ORAL,V07,V07,V07,TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS,POR SOBRE 11.40 - COLAGENO HIDROLIZADO BOVINO TIPO II 10.000000 g VITAMINA C 100.000000 mg VITAMINA A 1.000000 mg VITAMINA D3 0.010000 mg VITAMINA E (TOCOFEROL) 200.000000 mg COENZIMA Q 0.015000 g BIOTINA 7.500000 mg SULFATO DE ZINC 20.000000 mg SELENITO DE SODIO 7.000000 mg,COMP_90C4121BAE0C,VITAMINA A,1.0,mg,1.0,100.0,exact_translated,79.9,PEN,available,https://inkafarma.pe/producto/hidrolageno-q10-sobre/025160,025160,HIDROFUGAL,algolia_public_search_exhaustive,digemid_match
Inkafarma,Hidrolágeno Q10 Sobre - Caja 30 UN,Hidrolágeno Q10 Sobre - Caja 30 UN,DE-2610,DE2610,DE2610,HIDROLAGENO HQ10 .,MEGA LABS LATAM S.A.,LABORATORIOS GARDEN HOUSE FARMACEUTICA S.A.,POLVO PARA SOLUCION ORAL,V07,V07,V07,TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS,POR SOBRE 11.40 - COLAGENO HIDROLIZADO BOVINO TIPO II 10.000000 g VITAMINA C 100.000000 mg VITAMINA A 1.000000 mg VITAMINA D3 0.010000 mg VITAMINA E (TOCOFEROL) 200.000000 mg COENZIMA Q 0.015000 g BIOTINA 7.500000 mg SULFATO DE ZINC 20.000000 mg SELENITO DE SODIO 7.000000 mg,COMP_94DFE28A9A5C,VITAMINA D3,0.01,mg,0.01,100.0,exact_translated,79.9,PEN,available,https://inkafarma.pe/producto/hidrolageno-q10-sobre/025160,025160,HIDROFUGAL,algolia_public_search_exhaustive,digemid_match
