pharmacy,commercial_name,formal_name,registro_sanitario,price,currency,availability,url,sku,brand,source_strategy,scraped_at,stock,component_text,registro_sanitario_source,component_traceable
Boticas Peru,Vita Vital Colageno Hidrolizado En Polvo Collagen Peptides Caja 30 Un,Vita Vital Colageno Hidrolizado En Polvo Collagen Peptides Caja 30 Un,DE4077,78.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/vita_vital_colageno_hidrolizado_en_polvo_collagen_peptides_-_caja_30_un/48692.html,48692,,sfcc_search_update_grid,2026-06-08T00:55:41.994389+00:00,,S/ 78.00 Vita Vital Colageno Hidrolizado En Polvo Collagen Peptides - Caja 30 UN,digemid_name_inference,true
Boticas Peru,Magnesio %2B Zinc German Energy Sabor Naranja Tubo 20 Un,Magnesio %2B Zinc German Energy Sabor Naranja Tubo 20 Un,DE4606,13.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/magnesio_%2B_zinc_german_energy_sabor_naranja_-_tubo_20_un/37980.html,37980,,sfcc_search_update_grid,2026-06-08T00:55:41.996121+00:00,,S/ 13.90 Magnesio + Zinc German Energy Sabor Naranja - Tubo 20 UN,digemid_name_inference,true
Boticas Peru,Supradyn Pronatal Multivitaminico Caja 30 Un,Supradyn Pronatal Multivitaminico Caja 30 Un,DE0295,55.50,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/multivitaminicos/supradyn_pronatal_multivitaminico_-_caja_30_un/03908.html,03908,,sfcc_search_update_grid,2026-06-08T00:55:41.997886+00:00,,S/ 55.50 Supradyn Pronatal Multivitamínico - Caja 30 UN,digemid_name_inference,true
Boticas Peru,Chelated Zinc Gluconate 50 Mg Tabletas Frasco 90 Un,Chelated Zinc Gluconate 50 Mg Tabletas Frasco 90 Un,DE3953,59.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/zinc/chelated_zinc_gluconate_50_mg_tabletas_-_frasco_90_un/38589.html,38589,,sfcc_search_update_grid,2026-06-08T00:55:42.000450+00:00,,S/ 59.90 Chelated Zinc Gluconate 50 Mg Tabletas - Frasco 90 UN,digemid_name_inference,true
Boticas Peru,Magnesio Glicinato 250 Mg Capsulas Blandas Frasco 60 Un,Magnesio Glicinato 250 Mg Capsulas Blandas Frasco 60 Un,DE4606,89.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/magnesio_glicinato_250_mg_capsulas_blandas_-_frasco_60_un/49414.html,49414,,sfcc_search_update_grid,2026-06-08T00:55:42.002192+00:00,,S/ 89.90 Magnesio Glicinato 250 MG Cápsulas Blandas - Frasco 60 UN,digemid_name_inference,true
Boticas Peru,Vitavital Citrato De Magnesio Sabor Naranja Frasco 250 G,Vitavital Citrato De Magnesio Sabor Naranja Frasco 250 G,DE4606,34.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/vitavital_citrato_de_magnesio_sabor_naranja_-_frasco_250_g/46852.html,46852,,sfcc_search_update_grid,2026-06-08T00:55:42.010844+00:00,,S/ 34.90 VitaVital Citrato de Magnesio sabor naranja - Frasco 250 G,digemid_name_inference,true
Boticas Peru,Cloruro De Magnesio Abee Meed Frasco 60 Capsulas Pack 2 Un,Cloruro De Magnesio Abee Meed Frasco 60 Capsulas Pack 2 Un,DE4606,99.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/cloruro_de_magnesio_abee_meed_frasco_60_capsulas__-_pack_2_un/49114.html,49114,,sfcc_search_update_grid,2026-06-08T00:55:42.361808+00:00,,S/ 99.90 Cloruro de Magnesio Abee Meed Frasco 60 Cápsulas - Pack 2 UN,digemid_name_inference,true
Boticas Peru,Suplemento Dietetico Fish Oil 1000Mg Finavida Capsulas Blandas Frasco 30 Un,Suplemento Dietetico Fish Oil 1000Mg Finavida Capsulas Blandas Frasco 30 Un,DE4075,30.10,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/suplemento_dietetico_fish_oil_1000mg_finavida_capsulas_blandas_-_frasco_30_un/47132.html,47132,,sfcc_search_update_grid,2026-06-08T00:55:42.363628+00:00,,S/ 30.10 Suplemento Dietético Fish Oil 1000mg FinaVida Cápsulas Blandas - Frasco 30 Un,digemid_name_inference,true
Boticas Peru,Vita Vital Relax Citrato De Magnesio Capsulas Frasco 100 Un,Vita Vital Relax Citrato De Magnesio Capsulas Frasco 100 Un,DE4077,69.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/vita_vital_relax_citrato_de_magnesio_capsulas_-_frasco_100_un/48853.html,48853,,sfcc_search_update_grid,2026-06-08T00:55:42.368908+00:00,,S/ 69.00 Vita Vital Relax Citrato De Magnesio Cápsulas - Frasco 100 UN,digemid_name_inference,true
Boticas Peru,Magnesio %2B Zinc %2B Complejo B German Energy Sabor Naranja Tubo 20 Un,Magnesio %2B Zinc %2B Complejo B German Energy Sabor Naranja Tubo 20 Un,DE4606,16.90,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/magnesio_%2B_zinc_%2B_complejo_b_german_energy_sabor_naranja_-_tubo_20_un/47216.html,47216,,sfcc_search_update_grid,2026-06-08T00:55:42.373342+00:00,,S/ 16.90 Magnesio + Zinc + Complejo B German Energy Sabor Naranja - Tubo 20 UN,digemid_name_inference,true
Boticas Peru,Vita Vital Relax Citrato De Magnesio Polvo Frasco 200 G,Vita Vital Relax Citrato De Magnesio Polvo Frasco 200 G,DE4077,69.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/magnesio/vita_vital_relax_citrato_de_magnesio_polvo_-_frasco_200_g/48852.html,48852,,sfcc_search_update_grid,2026-06-08T00:55:42.375949+00:00,,S/ 69.00 Vita Vital Relax Citrato De Magnesio Polvo - Frasco 200 G,digemid_name_inference,true
Boticas Peru,Zinc 30 Mg Vitavital Capsulas Blanda Frasco 60 Un,Zinc 30 Mg Vitavital Capsulas Blanda Frasco 60 Un,DE2713,36.00,PEN,available,https://www.boticasperu.pe/nutricion/vitaminas_y_minerales/zinc/zinc_30_mg__vitavital_capsulas_blanda_-_frasco_60_un/46487.html,46487,,sfcc_search_update_grid,2026-06-08T00:55:42.678940+00:00,,Precio rebajado de S/ 36.00 a S/ 28.80 -20% Zinc 30 Mg VitaVital Cápsulas Blanda - Frasco 60 UN,digemid_name_inference,true
Boticas Peru,Probiotil Suplemento Dietetico Caja 10 Un,Probiotil Suplemento Dietetico Caja 10 Un,DE4956,95.00,PEN,available,https://www.boticasperu.pe/tratamiento/probiotil_suplemento_dietetico_-_caja_10_un/48252.html,48252,,sfcc_search_update_grid,2026-06-08T00:55:49.091671+00:00,,S/ 95.00 Probiotil Suplemento Dietético - Caja 10 UN,digemid_name_inference,true
Boticas Peru,Revidox Adn Suplemento Nutricional Capsulas Caja 28 Un,Revidox Adn Suplemento Nutricional Capsulas Caja 28 Un,DE3574,,PEN,available,https://www.boticasperu.pe/nutricion/suplementos_articulares/revidox_adn_suplemento_nutricional_capsulas_-_caja_28_un/49806.html,49806,,sfcc_search_update_grid,2026-06-08T00:55:49.094350+00:00,,null Revidox ADN Suplemento Nutricional Cápsulas - Caja 28 UN,digemid_name_inference,true
