pharmacy,commercial_name,formal_name,registro_sanitario,price,currency,availability,url,sku,brand,source_strategy,scraped_at,stock,component_text,registro_sanitario_source,component_traceable
Inkafarma,Egogyn 1000 UI Vitamina E Cápsula blanda,Egogyn 1000 UI Vitamina E Cápsula blanda,DE1620,130.02,PEN,available,https://inkafarma.pe/producto/egogyn-1000-ui-vitamina-e/227213,227213,EGOGYN,algolia_public_search,2026-06-08T00:46:09.810308+00:00,,di - alfa tocoferil acetato 1000 UI Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Vitamina E,digemid_name_inference,true
Inkafarma,Vitamina D3 1000 UI 25 mcg Mason Natural Cápsula Blanda,Vitamina D3 1000 UI 25 mcg Mason Natural Cápsula Blanda,DE3654,58.90,PEN,available,https://inkafarma.pe/producto/vitamina-d3-1000-ui-25-mcg-capsula-blanda/085322,085322,MASON,algolia_public_search,2026-06-08T00:46:09.811692+00:00,,Cada capsula blanda contiene Vitamina D3 (colecalciferol)(de aceite de higado de pescado) 25 mcg (1000 UI) Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Suplementos / Complementos Nutrición Adulto Adulto Vitamina D,digemid_name_inference,true
Inkafarma,Vitamina D3 2000 UI Mason Natural Cápsula Blanda,Vitamina D3 2000 UI Mason Natural Cápsula Blanda,DE4518,80.90,PEN,available,https://inkafarma.pe/producto/vitamina-d3-2000-ui-capsula-blanda/085321,085321,MASON,algolia_public_search,2026-06-08T00:46:09.811841+00:00,,Cada capsula blanda contiene Vitamina D3 (colecalciferol)(de aceite de higado de pescado) 50 mcg (2000 UI) Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Suplementos / Complementos Nutrición Adulto Adulto Vitamina D,digemid_name_inference,true
Inkafarma,Isoflavonas Magnesio + Vitamina en Cápsula,Isoflavonas Magnesio + Vitamina en Cápsula,DE4606,99.90,PEN,available,https://inkafarma.pe/producto/isoflavonas-magnesio-vitamina-e-capsula/084707,084707,ANA MARIA LA JUSTICIA,algolia_public_search,2026-06-08T00:46:09.811972+00:00,,"Extracto de soja, carbonato de magnesio, vitamina E y excipientes. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas para Adultos Vitaminas Vitamina E",digemid_name_inference,true
Inkafarma,Aceite de Onagra + Vitamina en Cápsula Blanda,Aceite de Onagra + Vitamina en Cápsula Blanda,DE4623,119.90,PEN,available,https://inkafarma.pe/producto/aceite-de-onagra-vitamina-e-capsula-blanda/084706,084706,ANA MARIA LA JUSTICIA,algolia_public_search,2026-06-08T00:46:09.812096+00:00,,"Aceite de onagra, vitamina E y excipientes. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas para Adultos Vitaminas Vitamina E",digemid_name_inference,true
Inkafarma,Triptofano con Magnesio y Vitamina B6 Comprimido,Triptofano con Magnesio y Vitamina B6 Comprimido,DE4606,89.00,PEN,available,https://inkafarma.pe/producto/triptofano-con-magnesio-y-vitamina-b6-comprimido/084698,084698,ANA MARIA LA JUSTICIA,algolia_public_search,2026-06-08T00:46:09.812225+00:00,,"L-triptófano, carbonato de magnesio, clorhidrato de piridoxina (vitamina B6) y excipientes. Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Minerales Magnesio",digemid_name_inference,true
Inkafarma,Triptofano con Melatonina + Magnesio y Vitamina B6 Comprimido,Triptofano con Melatonina + Magnesio y Vitamina B6 Comprimido,DE4606,94.50,PEN,available,https://inkafarma.pe/producto/triptofano-con-melatonina-magnesio-y-vitamina-b6/084697,084697,ANA MARIA LA JUSTICIA,algolia_public_search,2026-06-08T00:46:09.812393+00:00,,"Carbonato de magnesio, L-triptófano, agente de carga (celulosa microcristalina), Antiaglomerante (sales magnésicas de ácidos grasos), melatonina, clorhidrato de piridoxina (vitamina B6). Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Alimentos Naturales Suplementos y Vitaminas Otros Alimentos Naturales Ayuda a Relajarte y Dormir Mejor",digemid_name_inference,true
Inkafarma,Terbol Vitamina E 1000 UI,Terbol Vitamina E 1000 UI,DE0825,59.00,PEN,available,https://inkafarma.pe/producto/terbol-vitamina-e-100-ui/069875,069875,TERBOL,algolia_public_search,2026-06-08T00:46:09.816706+00:00,,Vitamina E (Acetato de dl-alfa tocoferilo) 1000 UI Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Vitamina E,digemid_name_inference,true
Inkafarma,Terbol Vitamina E 1000 UI,Terbol Vitamina E 1000 UI,DE0825,99.90,PEN,available,https://inkafarma.pe/producto/terbol-vitamina-e-100-ui/069874,069874,TERBOL,algolia_public_search,2026-06-08T00:46:09.816817+00:00,,Vitamina E (Acetato de dl-alfa tocoferilo) 1000 UI Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Vitaminas Vitamina E,digemid_name_inference,true
Inkafarma,Vitamina D Sabor Limon 800 UI Tableta efervescente,Vitamina D Sabor Limon 800 UI Tableta efervescente,DE3832,19.90,PEN,available,https://inkafarma.pe/producto/vitamina-d-sabor-limon-800-ui-tab-efervescente/036716,036716,C HEDENKAMP,algolia_public_search,2026-06-08T00:46:09.818274+00:00,,Vitamina D3 (colecalciferol 800 UI 400%) Este producto es distribuido por Inretail Pharma S.A. (Ley 32033) Suplemento nutricional efervescente Vitaminas para Adultos Vitaminas Vitamina D,digemid_name_inference,true
